car_name,brand,year,mileage_km,location,transmission,fuel_type,engine_size_cc,condition,service_history,accident_history,color,owner_count,price_rp,instalment_rp_monthly
Mazda Mazda3,Mazda,2025,51612,Medan,Automatic,Petrol,2000,Good,Full Service Record,Never,Blue,2,313531821,6427402
Mazda CX-5,Mazda,2013,168389,Jakarta Selatan,Automatic,Petrol,2000,Excellent,Partial Service Record,Never,Red,2,195480921,4007358
Suzuki Ertiga,Suzuki,2021,59886,Bekasi,Manual,Hybrid,1000,Excellent,Full Service Record,Minor Accident,Gray,1,161574165,3312270
Honda Mobilio,Honda,2013,152280,Depok,Manual,Petrol,1000,Good,Partial Service Record,Never,Gray,2,101782893,2086549
Honda Jazz,Honda,2020,70442,Jakarta Utara,Automatic,Hybrid,1800,Fair,Partial Service Record,Minor Accident,White,1,204637477,4195068
Daihatsu Ayla,Daihatsu,2018,79524,Pekanbaru,Automatic,Petrol,1500,Excellent,Unknown,Unknown,White,1,106799341,2189386
Mitsubishi Xpander,Mitsubishi,2022,46286,Pekanbaru,Automatic,Diesel,1500,Excellent,Partial Service Record,Never,Silver,1,255816544,5244239
Toyota Fortuner,Toyota,2017,113016,Surabaya,Manual,Diesel,1500,Good,Full Service Record,Never,Blue,3,179160114,3672782
Mitsubishi Pajero,Mitsubishi,2013,166431,Jakarta Barat,Manual,Diesel,1000,Excellent,Partial Service Record,Never,Silver,1,182412648,3739459
Honda Jazz,Honda,2013,166434,Makassar,Automatic,Hybrid,2000,Good,Partial Service Record,Never,Gray,3,139378025,2857249
Mazda CX-5,Mazda,2019,79052,Jakarta Barat,Automatic,Petrol,2400,Fair,Partial Service Record,Minor Accident,Red,1,255076898,5229076
Daihatsu Sigra,Daihatsu,2014,118510,Bekasi,Automatic,Petrol,1500,Excellent,Full Service Record,Minor Accident,Silver,3,88536486,1814997
Honda Mobilio,Honda,2015,119956,Medan,Manual,Hybrid,2000,Excellent,Full Service Record,Never,Blue,1,202124994,4143562
Nissan March,Nissan,2022,77019,Bekasi,Automatic,Petrol,1200,Excellent,Full Service Record,Minor Accident,Blue,3,169084800,3466238
Daihatsu Ayla,Daihatsu,2011,196129,Pekanbaru,Automatic,Petrol,1800,Excellent,Partial Service Record,Never,Black,3,70000000,1435000
Hyundai Stargazer,Hyundai,2020,78653,Jakarta Barat,Automatic,Electric,1300,Excellent,Full Service Record,Never,Blue,3,280250941,5745144
Mitsubishi Xpander,Mitsubishi,2011,166296,Medan,Automatic,Petrol,1800,Good,Partial Service Record,Never,Red,3,130936998,2684208
Mitsubishi Outlander,Mitsubishi,2024,24065,Depok,Automatic,Diesel,1000,Good,Partial Service Record,Never,Black,1,269113032,5516817
Nissan X-Trail,Nissan,2014,121397,Makassar,Automatic,Petrol,1200,Excellent,Full Service Record,Never,Blue,1,137618035,2821169
Mitsubishi Xpander,Mitsubishi,2017,98065,Pekanbaru,Automatic,Petrol,1500,Fair,Partial Service Record,Minor Accident,Blue,1,189986594,3894725
Nissan Livina,Nissan,2014,139586,Depok,Automatic,Petrol,2000,Fair,Full Service Record,Never,Silver,2,74117840,1519415
Mazda CX-5,Mazda,2022,41490,Pekanbaru,Automatic,Petrol,2400,Excellent,Full Service Record,Never,Black,1,310673192,6368800
Hyundai Creta,Hyundai,2011,197218,Depok,Automatic,Electric,1200,Good,Full Service Record,Never,Blue,1,199101046,4081571
Hyundai Creta,Hyundai,2019,58462,Pekanbaru,Automatic,Electric,1200,Good,Partial Service Record,Never,Black,2,264900047,5430450
Daihatsu Sigra,Daihatsu,2014,128422,Bandung,Manual,Petrol,1200,Excellent,Full Service Record,Never,Black,2,70000000,1435000
Toyota Agya,Toyota,2019,59255,Bandung,Manual,Hybrid,1300,Excellent,Partial Service Record,Never,Blue,2,224769465,4607774
Honda Brio,Honda,2014,121727,Jakarta Barat,Manual,Hybrid,1800,Good,Partial Service Record,Never,White,2,168768476,3459753
Suzuki XL7,Suzuki,2019,86233,Jakarta Selatan,Automatic,Petrol,1800,Excellent,Unknown,Never,Gray,1,137108067,2810715
Hyundai Creta,Hyundai,2018,67192,Bandung,Automatic,Electric,1000,Good,Full Service Record,Never,Blue,1,264508066,5422415
Honda HR-V,Honda,2023,49569,Surabaya,Automatic,Petrol,1800,Good,Partial Service Record,Minor Accident,Red,1,203247978,4166583
Mitsubishi Pajero,Mitsubishi,2018,91557,Bogor,Automatic,Petrol,2400,Fair,Full Service Record,Unknown,Gray,1,213639091,4379601
Daihatsu Xenia,Daihatsu,2020,73238,Depok,Automatic,Petrol,1500,Excellent,Unknown,Never,White,1,131476465,2695267
Daihatsu Terios,Daihatsu,2023,41806,Tangerang,Automatic,Petrol,1300,Good,Full Service Record,Never,Gray,2,146961977,3012720
Nissan March,Nissan,2011,172185,Surabaya,Automatic,Petrol,1500,Good,Full Service Record,Never,White,1,70000000,1435000
Honda Jazz,Honda,2025,30584,Pekanbaru,Automatic,Hybrid,1200,Fair,Full Service Record,Never,Red,1,237330856,4865282
Mazda Mazda2,Mazda,2012,164501,Bogor,Manual,Petrol,1000,Good,Full Service Record,Never,Black,1,188786824,3870129
Mazda Mazda2,Mazda,2017,118693,Depok,Automatic,Petrol,1800,Good,Partial Service Record,Never,Red,2,250775638,5140900
Hyundai Creta,Hyundai,2019,80415,Makassar,Manual,Electric,2000,Excellent,Unknown,Never,Red,1,283425768,5810228
Nissan Livina,Nissan,2022,53235,Jakarta Selatan,Manual,Petrol,1500,Excellent,Full Service Record,Never,Gray,1,196048438,4018992
Suzuki Baleno,Suzuki,2017,113033,Bekasi,Automatic,Petrol,1500,Good,Unknown,Never,White,1,110024732,2255507
Mazda Mazda2,Mazda,2018,100499,Surabaya,Automatic,Petrol,1500,Good,Full Service Record,Unknown,Red,2,248224493,5088602
Mazda Mazda3,Mazda,2017,90462,Bekasi,Manual,Petrol,1300,Good,Partial Service Record,Never,Gray,2,241310107,4946857
Hyundai Stargazer,Hyundai,2011,187845,Padang,Manual,Electric,2400,Fair,Unknown,Minor Accident,Red,1,184584033,3783972
Mitsubishi Xpander,Mitsubishi,2023,30258,Bandung,Automatic,Petrol,1300,Excellent,Partial Service Record,Never,White,1,267137962,5476328
Daihatsu Terios,Daihatsu,2014,155348,Semarang,Manual,Petrol,2400,Good,Partial Service Record,Never,Red,1,70000000,1435000
Honda City,Honda,2011,141255,Makassar,Automatic,Hybrid,1500,Fair,Full Service Record,Unknown,Black,2,122960335,2520686
Mazda Mazda3,Mazda,2025,4000,Padang,Automatic,Petrol,1800,Excellent,Unknown,Unknown,Blue,1,328593223,6736161
Honda Brio,Honda,2023,42542,Tangerang,Manual,Petrol,1800,Good,Partial Service Record,Unknown,White,3,214780879,4403008
Hyundai Ioniq,Hyundai,2016,153532,Jakarta Barat,Automatic,Petrol,1500,Excellent,Full Service Record,Never,Gray,2,180777591,3705940
Mazda Mazda2,Mazda,2012,183031,Padang,Automatic,Petrol,1200,Excellent,Partial Service Record,Never,White,1,175525112,3598264
Suzuki Baleno,Suzuki,2018,83715,Padang,Automatic,Petrol,1500,Excellent,Partial Service Record,Never,Silver,1,134134465,2749756
Hyundai Stargazer,Hyundai,2013,125543,Depok,Manual,Electric,2000,Good,Unknown,Never,Red,1,215110861,4409772
Mitsubishi Outlander,Mitsubishi,2012,181368,Jakarta Barat,Manual,Diesel,2400,Good,Partial Service Record,Never,Black,1,181854622,3728019
Toyota Agya,Toyota,2016,118549,Makassar,Automatic,Hybrid,1800,Good,Full Service Record,Never,Red,1,182740669,3746183
Nissan March,Nissan,2021,70632,Medan,Automatic,Petrol,2400,Excellent,Full Service Record,Minor Accident,Black,2,204646372,4195250
Hyundai Creta,Hyundai,2015,134075,Tangerang,Automatic,Electric,1300,Good,Partial Service Record,Never,White,2,239733426,4914535
Mazda Mazda2,Mazda,2019,84533,Surabaya,Automatic,Petrol,2400,Excellent,Partial Service Record,Never,Gray,2,277059368,5679717
Nissan Livina,Nissan,2019,137255,Semarang,Manual,Petrol,1200,Excellent,Full Service Record,Never,Blue,1,152528092,3126825
Honda CR-V,Honda,2012,167889,Bandung,Automatic,Hybrid,2000,Excellent,Full Service Record,Minor Accident,Red,3,165265228,3387937
Suzuki Karimun,Suzuki,2016,117133,Medan,Automatic,Hybrid,2400,Excellent,Unknown,Never,White,1,167270221,3429039
Honda Jazz,Honda,2011,177813,Bekasi,Automatic,Hybrid,1300,Excellent,Full Service Record,Minor Accident,White,2,137843319,2825788
Honda Brio,Honda,2022,37496,Surabaya,Manual,Hybrid,1800,Excellent,Unknown,Never,Silver,1,246160818,5046296
Mazda Mazda3,Mazda,2021,77822,Pekanbaru,Manual,Petrol,1300,Good,Partial Service Record,Never,Blue,2,266377934,5460747
Mitsubishi Outlander,Mitsubishi,2025,5632,Padang,Manual,Petrol,1500,Excellent,Full Service Record,Never,Gray,2,284213391,5826374
Hyundai Creta,Hyundai,2019,95446,Bekasi,Manual,Petrol,2400,Good,Partial Service Record,Never,White,1,199834338,4096603
Toyota Innova,Toyota,2017,113122,Padang,Automatic,Diesel,2400,Good,Partial Service Record,Minor Accident,Gray,2,204530901,4192883
Mitsubishi Xpander,Mitsubishi,2011,201941,Padang,Automatic,Petrol,2400,Good,Partial Service Record,Never,White,3,137803209,2824965
Suzuki Ertiga,Suzuki,2013,163563,Padang,Manual,Hybrid,2400,Excellent,Full Service Record,Never,Red,1,124170132,2545487
Hyundai Creta,Hyundai,2014,122159,Jakarta Selatan,Automatic,Petrol,1200,Good,Partial Service Record,Never,Red,1,123191457,2525424
Daihatsu Xenia,Daihatsu,2019,60123,Padang,Automatic,Petrol,1300,Fair,Full Service Record,Never,Blue,2,83343404,1708539
Honda Jazz,Honda,2018,121350,Jakarta Selatan,Manual,Hybrid,1000,Fair,Partial Service Record,Never,White,2,147535151,3024470
Nissan X-Trail,Nissan,2016,109043,Jakarta Utara,Automatic,Petrol,1800,Excellent,Full Service Record,Never,Silver,1,131389995,2693494
Toyota Rush,Toyota,2019,60229,Padang,Automatic,Petrol,2400,Excellent,Partial Service Record,Never,Blue,1,234942949,4816330
Nissan Livina,Nissan,2016,107946,Bogor,Automatic,Petrol,1500,Excellent,Full Service Record,Never,Black,1,125381039,2570311
Daihatsu Terios,Daihatsu,2019,106763,Surabaya,Automatic,Petrol,2400,Good,Full Service Record,Never,Black,1,105582896,2164449
Toyota Innova,Toyota,2019,58436,Pekanbaru,Automatic,Diesel,1000,Excellent,Partial Service Record,Never,Black,1,215385003,4415392
Honda Jazz,Honda,2018,80403,Jakarta Barat,Automatic,Hybrid,2400,Excellent,Full Service Record,Minor Accident,Black,1,206476881,4232776
Daihatsu Ayla,Daihatsu,2016,107997,Bogor,Automatic,Petrol,1300,Good,Full Service Record,Never,Gray,2,70000000,1435000
Toyota Fortuner,Toyota,2025,4000,Surabaya,Manual,Hybrid,1200,Fair,Full Service Record,Never,White,1,229421303,4703136
Mazda Mazda3,Mazda,2012,146682,Semarang,Manual,Petrol,1000,Good,Partial Service Record,Unknown,Blue,1,174446129,3576145
Nissan March,Nissan,2013,128674,Bogor,Automatic,Petrol,1000,Excellent,Full Service Record,Never,Black,1,111493423,2285615
Suzuki Ertiga,Suzuki,2020,63698,Jakarta Utara,Automatic,Petrol,1000,Fair,Full Service Record,Unknown,Black,1,103854021,2129007
Honda Brio,Honda,2020,65611,Makassar,Automatic,Hybrid,1500,Good,Partial Service Record,Minor Accident,Silver,1,214405380,4395310
Toyota Calya,Toyota,2014,131714,Makassar,Automatic,Diesel,1800,Good,Full Service Record,Minor Accident,Black,1,178125933,3651581
Toyota Agya,Toyota,2015,102233,Tangerang,Automatic,Hybrid,1000,Good,Full Service Record,Never,Black,1,147806231,3030027
Toyota Avanza,Toyota,2022,70560,Bandung,Manual,Petrol,1500,Excellent,Partial Service Record,Unknown,Red,1,199432688,4088370
Honda Mobilio,Honda,2011,156076,Bandung,Manual,Petrol,1800,Fair,Full Service Record,Never,Gray,1,95416724,1956042
Suzuki Baleno,Suzuki,2020,77004,Pekanbaru,Automatic,Petrol,1200,Good,Partial Service Record,Never,White,1,126399434,2591188
Daihatsu Sigra,Daihatsu,2023,16654,Bogor,Manual,Petrol,1000,Excellent,Full Service Record,Never,Gray,3,132563954,2717561
Honda Mobilio,Honda,2016,132029,Jakarta Utara,Automatic,Hybrid,1800,Good,Full Service Record,Unknown,White,1,202144960,4143971
Suzuki Karimun,Suzuki,2023,53204,Bandung,Automatic,Hybrid,2400,Excellent,Unknown,Never,White,1,245683130,5036504
Mitsubishi Outlander,Mitsubishi,2024,8202,Jakarta Utara,Automatic,Diesel,1200,Good,Full Service Record,Minor Accident,Black,1,277048297,5679490
Toyota Innova,Toyota,2018,61373,Semarang,Automatic,Hybrid,2000,Fair,Partial Service Record,Minor Accident,Gray,1,206364580,4230473
Daihatsu Xenia,Daihatsu,2021,72524,Surabaya,Manual,Petrol,1000,Good,Full Service Record,Never,Silver,1,100832833,2067073
Mazda CX-5,Mazda,2017,141764,Jakarta Selatan,Automatic,Petrol,1500,Excellent,Partial Service Record,Never,Silver,2,244245966,5007042
Toyota Rush,Toyota,2015,139482,Makassar,Automatic,Diesel,2400,Good,Partial Service Record,Never,Blue,1,159668921,3273212
Suzuki XL7,Suzuki,2016,122889,Padang,Automatic,Petrol,1500,Good,Full Service Record,Unknown,Gray,2,89283816,1830318
Daihatsu Xenia,Daihatsu,2015,146755,Surabaya,Manual,Petrol,1200,Good,Full Service Record,Unknown,Blue,3,70000000,1435000
Mazda Mazda3,Mazda,2020,85770,Jakarta Selatan,Manual,Petrol,1300,Good,Partial Service Record,Never,Red,1,253334233,5193351
Mitsubishi Outlander,Mitsubishi,2019,69078,Semarang,Automatic,Petrol,2000,Excellent,Unknown,Never,Red,1,244186234,5005817
Daihatsu Terios,Daihatsu,2017,96135,Depok,Manual,Petrol,1800,Good,Unknown,Never,Gray,3,98138468,2011838
Hyundai Creta,Hyundai,2018,107000,Jakarta Selatan,Automatic,Electric,1800,Good,Full Service Record,Unknown,Black,2,254077175,5208582
Mazda Mazda3,Mazda,2024,21407,Depok,Manual,Petrol,1000,Good,Full Service Record,Never,Black,1,263269095,5397016
Mitsubishi Pajero,Mitsubishi,2024,47698,Tangerang,Automatic,Petrol,2400,Fair,Full Service Record,Never,Silver,2,237784136,4874574
Mitsubishi Pajero,Mitsubishi,2018,83321,Pekanbaru,Automatic,Petrol,1200,Excellent,Full Service Record,Never,Black,1,220116535,4512388
Suzuki Baleno,Suzuki,2021,73510,Semarang,Automatic,Hybrid,1000,Excellent,Unknown,Minor Accident,Blue,1,188498637,3864222
Suzuki Ertiga,Suzuki,2014,150167,Tangerang,Manual,Hybrid,1500,Good,Partial Service Record,Minor Accident,Blue,2,92359435,1893368
Suzuki XL7,Suzuki,2014,141724,Padang,Automatic,Hybrid,2000,Good,Partial Service Record,Unknown,Blue,1,122887082,2519185
Nissan X-Trail,Nissan,2019,105166,Tangerang,Manual,Petrol,2400,Good,Partial Service Record,Unknown,White,1,148914015,3052737
Honda Mobilio,Honda,2018,108241,Tangerang,Automatic,Hybrid,1300,Excellent,Partial Service Record,Never,Silver,2,221718487,4545228
Toyota Yaris,Toyota,2015,113910,Tangerang,Manual,Diesel,1800,Excellent,Unknown,Never,Blue,2,143364992,2938982
Honda Jazz,Honda,2021,71523,Bekasi,Automatic,Petrol,1800,Good,Full Service Record,Minor Accident,Gray,3,193478699,3966313
Honda CR-V,Honda,2013,180749,Makassar,Automatic,Hybrid,1300,Excellent,Full Service Record,Never,Black,3,138279328,2834726
Mazda Mazda3,Mazda,2022,45651,Depok,Automatic,Petrol,1300,Good,Partial Service Record,Minor Accident,Red,2,266850166,5470428
Suzuki Karimun,Suzuki,2020,67524,Bogor,Manual,Hybrid,1200,Excellent,Full Service Record,Minor Accident,Blue,2,191524388,3926249
Nissan X-Trail,Nissan,2025,4000,Surabaya,Automatic,Petrol,1000,Excellent,Full Service Record,Never,Silver,1,204149663,4185068
Mazda Mazda3,Mazda,2024,23755,Jakarta Selatan,Automatic,Petrol,1000,Fair,Unknown,Never,Black,3,264197585,5416050
Mitsubishi Xpander,Mitsubishi,2021,72351,Surabaya,Automatic,Petrol,1800,Excellent,Full Service Record,Unknown,Silver,2,264736952,5427107
Nissan March,Nissan,2012,153281,Medan,Automatic,Petrol,1000,Good,Partial Service Record,Never,White,2,70000000,1435000
Mazda Mazda2,Mazda,2022,23765,Jakarta Barat,Manual,Petrol,1800,Excellent,Partial Service Record,Never,Red,1,279881565,5737572
Toyota Agya,Toyota,2014,137236,Bekasi,Manual,Petrol,1500,Good,Partial Service Record,Never,Silver,2,158188584,3242865
Honda Jazz,Honda,2024,4000,Bandung,Automatic,Petrol,1500,Good,Full Service Record,Never,White,1,208052833,4265083
Mazda Mazda3,Mazda,2013,165417,Jakarta Selatan,Automatic,Petrol,1000,Good,Full Service Record,Never,Silver,2,189195447,3878506
Nissan March,Nissan,2013,148319,Bandung,Automatic,Petrol,1800,Good,Unknown,Never,White,2,105023423,2152980
Honda Jazz,Honda,2024,4000,Makassar,Manual,Petrol,1000,Good,Full Service Record,Never,White,2,208372163,4271629
Mazda Mazda3,Mazda,2013,149725,Medan,Manual,Petrol,1500,Excellent,Full Service Record,Never,Black,2,216163418,4431350
Toyota Fortuner,Toyota,2019,80532,Bandung,Manual,Hybrid,2400,Excellent,Full Service Record,Minor Accident,Red,1,257860164,5286133
Honda City,Honda,2017,116084,Padang,Automatic,Hybrid,1000,Fair,Unknown,Unknown,Red,1,178028154,3649577
Suzuki Karimun,Suzuki,2023,33383,Makassar,Automatic,Petrol,1800,Excellent,Unknown,Never,Black,1,176767887,3623741
Honda Jazz,Honda,2014,177637,Bekasi,Manual,Hybrid,1000,Good,Full Service Record,Never,Silver,1,133348077,2733635
Honda Jazz,Honda,2020,62663,Tangerang,Automatic,Hybrid,1000,Good,Partial Service Record,Unknown,Gray,2,211313068,4331917
Mazda Mazda3,Mazda,2024,22876,Jakarta Utara,Automatic,Petrol,2000,Excellent,Partial Service Record,Never,Silver,2,333399594,6834691
Hyundai Stargazer,Hyundai,2012,166147,Bogor,Automatic,Petrol,2400,Good,Unknown,Never,Black,1,137840978,2825740
Daihatsu Ayla,Daihatsu,2015,126912,Jakarta Barat,Automatic,Petrol,1500,Good,Partial Service Record,Never,White,2,95024252,1947997
Nissan X-Trail,Nissan,2021,62563,Jakarta Barat,Automatic,Petrol,2000,Excellent,Full Service Record,Never,Blue,2,188298190,3860112
Hyundai Creta,Hyundai,2024,33742,Depok,Automatic,Electric,1800,Excellent,Unknown,Never,Silver,3,326586170,6695016
Hyundai Ioniq,Hyundai,2012,192121,Tangerang,Manual,Electric,2400,Excellent,Partial Service Record,Unknown,Blue,1,227069841,4654931
Hyundai Stargazer,Hyundai,2024,4000,Bandung,Manual,Petrol,1300,Excellent,Partial Service Record,Never,Red,2,248474690,5093731
Mazda Mazda3,Mazda,2023,26813,Bandung,Automatic,Petrol,1800,Good,Partial Service Record,Never,Red,1,280384793,5747888
Honda Mobilio,Honda,2019,75940,Pekanbaru,Automatic,Petrol,1800,Excellent,Unknown,Never,White,1,172582222,3537935
Nissan Livina,Nissan,2017,124881,Jakarta Utara,Automatic,Petrol,2000,Fair,Partial Service Record,Never,Black,1,117039929,2399318
Daihatsu Ayla,Daihatsu,2014,137580,Jakarta Barat,Automatic,Petrol,2400,Good,Partial Service Record,Never,Red,1,70000000,1435000
Toyota Avanza,Toyota,2023,4000,Padang,Automatic,Hybrid,1800,Excellent,Partial Service Record,Never,Black,1,269649752,5527819
Nissan Livina,Nissan,2024,25579,Semarang,Manual,Petrol,1200,Good,Full Service Record,Never,Red,1,166057328,3404175
Hyundai Creta,Hyundai,2017,107393,Bekasi,Automatic,Electric,1000,Fair,Partial Service Record,Never,Blue,1,204889058,4200225
Hyundai Stargazer,Hyundai,2025,15235,Medan,Manual,Petrol,1500,Good,Full Service Record,Minor Accident,Blue,1,253648560,5199795
Honda Jazz,Honda,2011,161277,Bandung,Manual,Petrol,2000,Excellent,Unknown,Never,Black,1,128960000,2643680
Honda City,Honda,2025,42942,Tangerang,Manual,Petrol,2000,Excellent,Partial Service Record,Unknown,Blue,1,235060268,4818735
Mitsubishi Xpander,Mitsubishi,2023,30170,Bogor,Manual,Petrol,1200,Good,Partial Service Record,Never,Red,2,236400501,4846210
Daihatsu Sigra,Daihatsu,2016,116610,Bogor,Automatic,Petrol,2000,Good,Partial Service Record,Never,Silver,1,70000000,1435000
Mitsubishi Outlander,Mitsubishi,2024,7799,Tangerang,Automatic,Diesel,1300,Excellent,Partial Service Record,Minor Accident,Red,1,291724733,5980357
Daihatsu Sigra,Daihatsu,2025,4000,Semarang,Automatic,Petrol,1800,Good,Full Service Record,Never,Gray,1,161173653,3304059
Mitsubishi Pajero,Mitsubishi,2025,4000,Depok,Manual,Petrol,1300,Good,Unknown,Minor Accident,Black,1,263698070,5405810
Daihatsu Terios,Daihatsu,2025,4920,Surabaya,Automatic,Petrol,1000,Excellent,Partial Service Record,Minor Accident,Blue,1,156759590,3213571
Toyota Agya,Toyota,2012,150763,Depok,Manual,Diesel,1300,Good,Partial Service Record,Minor Accident,Red,1,113098073,2318510
Honda CR-V,Honda,2013,193016,Tangerang,Automatic,Petrol,1300,Good,Full Service Record,Never,Gray,1,80099278,1642035
Nissan March,Nissan,2025,4000,Bandung,Automatic,Petrol,1800,Excellent,Full Service Record,Never,Black,2,228745540,4689283
Mazda CX-5,Mazda,2020,51690,Makassar,Automatic,Petrol,1000,Excellent,Full Service Record,Never,Black,1,259169773,5312980
Nissan March,Nissan,2022,40774,Pekanbaru,Automatic,Petrol,1500,Excellent,Unknown,Unknown,Black,3,177143315,3631437
Mitsubishi Xpander,Mitsubishi,2020,84122,Bekasi,Automatic,Diesel,2400,Good,Full Service Record,Minor Accident,Black,1,244319392,5008547
Suzuki Karimun,Suzuki,2022,40552,Tangerang,Automatic,Hybrid,1300,Excellent,Full Service Record,Never,Gray,3,200357172,4107322
Mitsubishi Xpander,Mitsubishi,2020,84167,Semarang,Automatic,Petrol,1300,Excellent,Partial Service Record,Never,Red,1,232933155,4775129
Hyundai Ioniq,Hyundai,2025,4000,Bekasi,Automatic,Petrol,1000,Excellent,Full Service Record,Never,Gray,2,251119772,5147955
Nissan X-Trail,Nissan,2015,133067,Pekanbaru,Automatic,Petrol,1300,Good,Partial Service Record,Never,White,2,79944951,1638871
