car_name,brand,year,mileage_km,location,transmission,fuel_type,engine_size_cc,condition,service_history,accident_history,color,owner_count,price_rp,instalment_rp_monthly
Mazda Mazda3,Mazda,2025,51612,Medan,Automatic,Petrol,2000,Good,Full Service Record,Never,Blue,2,315000000,6457500
Mazda CX-5,Mazda,2013,168389,Jakarta Selatan,Automatic,Petrol,2000,Excellent,Partial Service Record,Never,Red,2,195000000,3997500
Suzuki Ertiga,Suzuki,2021,59886,Bekasi,Manual,Hybrid,1000,Excellent,Full Service Record,Minor Accident,Gray,1,162000000,3321000
Honda Mobilio,Honda,2013,152280,Depok,Manual,Petrol,1000,Good,Partial Service Record,Never,Gray,2,102000000,2091000
Honda Jazz,Honda,2020,70442,Jakarta Utara,Automatic,Hybrid,1800,Fair,Partial Service Record,Minor Accident,White,1,205000000,4202500
Daihatsu Ayla,Daihatsu,2018,79524,Pekanbaru,Automatic,Petrol,1500,Excellent,Unknown,Unknown,White,1,107000000,2193500
Mitsubishi Xpander,Mitsubishi,2022,46286,Pekanbaru,Automatic,Diesel,1500,Excellent,Partial Service Record,Never,Silver,1,255000000,5227500
Toyota Fortuner,Toyota,2017,113016,Surabaya,Manual,Diesel,1500,Good,Full Service Record,Never,Blue,3,180000000,3690000
Mitsubishi Pajero,Mitsubishi,2013,166431,Jakarta Barat,Manual,Diesel,1000,Excellent,Partial Service Record,Never,Silver,1,182000000,3731000
Honda Jazz,Honda,2013,166434,Makassar,Automatic,Hybrid,2000,Good,Partial Service Record,Never,Gray,3,139000000,2849500
Mazda CX-5,Mazda,2019,79052,Jakarta Barat,Automatic,Petrol,2400,Fair,Partial Service Record,Minor Accident,Red,1,255000000,5227500
Daihatsu Sigra,Daihatsu,2014,118510,Bekasi,Automatic,Petrol,1500,Excellent,Full Service Record,Minor Accident,Silver,3,89000000,1824500
Honda Mobilio,Honda,2015,119956,Medan,Manual,Hybrid,2000,Excellent,Full Service Record,Never,Blue,1,202000000,4141000
Nissan March,Nissan,2022,77019,Bekasi,Automatic,Petrol,1200,Excellent,Full Service Record,Minor Accident,Blue,3,170000000,3485000
Daihatsu Ayla,Daihatsu,2011,196129,Pekanbaru,Automatic,Petrol,1800,Excellent,Partial Service Record,Never,Black,3,70000000,1435000
Hyundai Stargazer,Hyundai,2020,78653,Jakarta Barat,Automatic,Electric,1300,Excellent,Full Service Record,Never,Blue,3,280000000,5740000
Mitsubishi Xpander,Mitsubishi,2011,166296,Medan,Automatic,Petrol,1800,Good,Partial Service Record,Never,Red,3,131000000,2685500
Mitsubishi Outlander,Mitsubishi,2024,24065,Depok,Automatic,Diesel,1000,Good,Partial Service Record,Never,Black,1,270000000,5535000
Nissan X-Trail,Nissan,2014,121397,Makassar,Automatic,Petrol,1200,Excellent,Full Service Record,Never,Blue,1,138000000,2829000
Mitsubishi Xpander,Mitsubishi,2017,98065,Pekanbaru,Automatic,Petrol,1500,Fair,Partial Service Record,Minor Accident,Blue,1,190000000,3895000
Nissan Livina,Nissan,2014,139586,Depok,Automatic,Petrol,2000,Fair,Full Service Record,Never,Silver,2,74000000,1517000
Mazda CX-5,Mazda,2022,41490,Pekanbaru,Automatic,Petrol,2400,Excellent,Full Service Record,Never,Black,1,310000000,6355000
Hyundai Creta,Hyundai,2011,197218,Depok,Automatic,Electric,1200,Good,Full Service Record,Never,Blue,1,200000000,4100000
Hyundai Creta,Hyundai,2019,58462,Pekanbaru,Automatic,Electric,1200,Good,Partial Service Record,Never,Black,2,265000000,5432500
Daihatsu Sigra,Daihatsu,2014,128422,Bandung,Manual,Petrol,1200,Excellent,Full Service Record,Never,Black,2,70000000,1435000
Toyota Agya,Toyota,2019,59255,Bandung,Manual,Hybrid,1300,Excellent,Partial Service Record,Never,Blue,2,225000000,4612500
Honda Brio,Honda,2014,121727,Jakarta Barat,Manual,Hybrid,1800,Good,Partial Service Record,Never,White,2,170000000,3485000
Suzuki XL7,Suzuki,2019,86233,Jakarta Selatan,Automatic,Petrol,1800,Excellent,Unknown,Never,Gray,1,137000000,2808500
Hyundai Creta,Hyundai,2018,67192,Bandung,Automatic,Electric,1000,Good,Full Service Record,Never,Blue,1,265000000,5432500
Honda HR-V,Honda,2023,49569,Surabaya,Automatic,Petrol,1800,Good,Partial Service Record,Minor Accident,Red,1,202000000,4141000
Mitsubishi Pajero,Mitsubishi,2018,91557,Bogor,Automatic,Petrol,2400,Fair,Full Service Record,Unknown,Gray,1,212000000,4346000
Daihatsu Xenia,Daihatsu,2020,73238,Depok,Automatic,Petrol,1500,Excellent,Unknown,Never,White,1,131000000,2685500
Daihatsu Terios,Daihatsu,2023,41806,Tangerang,Automatic,Petrol,1300,Good,Full Service Record,Never,Gray,2,147000000,3013500
Nissan March,Nissan,2011,172185,Surabaya,Automatic,Petrol,1500,Good,Full Service Record,Never,White,1,70000000,1435000
Honda Jazz,Honda,2025,30584,Pekanbaru,Automatic,Hybrid,1200,Fair,Full Service Record,Never,Red,1,238000000,4879000
Mazda Mazda2,Mazda,2012,164501,Bogor,Manual,Petrol,1000,Good,Full Service Record,Never,Black,1,190000000,3895000
Mazda Mazda2,Mazda,2017,118693,Depok,Automatic,Petrol,1800,Good,Partial Service Record,Never,Red,2,250000000,5125000
Hyundai Creta,Hyundai,2019,80415,Makassar,Manual,Electric,2000,Excellent,Unknown,Never,Red,1,282000000,5781000
Nissan Livina,Nissan,2022,53235,Jakarta Selatan,Manual,Petrol,1500,Excellent,Full Service Record,Never,Gray,1,195000000,3997500
Suzuki Baleno,Suzuki,2017,113033,Bekasi,Automatic,Petrol,1500,Good,Unknown,Never,White,1,110000000,2255000
Mazda Mazda2,Mazda,2018,100499,Surabaya,Automatic,Petrol,1500,Good,Full Service Record,Unknown,Red,2,248000000,5084000
Mazda Mazda3,Mazda,2017,90462,Bekasi,Manual,Petrol,1300,Good,Partial Service Record,Never,Gray,2,242000000,4961000
Hyundai Stargazer,Hyundai,2011,187845,Padang,Manual,Electric,2400,Fair,Unknown,Minor Accident,Red,1,185000000,3792500
Mitsubishi Xpander,Mitsubishi,2023,30258,Bandung,Automatic,Petrol,1300,Excellent,Partial Service Record,Never,White,1,268000000,5494000
Daihatsu Terios,Daihatsu,2014,155348,Semarang,Manual,Petrol,2400,Good,Partial Service Record,Never,Red,1,70000000,1435000
Honda City,Honda,2011,141255,Makassar,Automatic,Hybrid,1500,Fair,Full Service Record,Unknown,Black,2,123000000,2521500
Mazda Mazda3,Mazda,2025,4000,Padang,Automatic,Petrol,1800,Excellent,Unknown,Unknown,Blue,1,330000000,6765000
Honda Brio,Honda,2023,42542,Tangerang,Manual,Petrol,1800,Good,Partial Service Record,Unknown,White,3,215000000,4407500
Hyundai Ioniq,Hyundai,2016,153532,Jakarta Barat,Automatic,Petrol,1500,Excellent,Full Service Record,Never,Gray,2,180000000,3690000
Mazda Mazda2,Mazda,2012,183031,Padang,Automatic,Petrol,1200,Excellent,Partial Service Record,Never,White,1,175000000,3587500
Suzuki Baleno,Suzuki,2018,83715,Padang,Automatic,Petrol,1500,Excellent,Partial Service Record,Never,Silver,1,134000000,2747000
Hyundai Stargazer,Hyundai,2013,125543,Depok,Manual,Electric,2000,Good,Unknown,Never,Red,1,215000000,4407500
Mitsubishi Outlander,Mitsubishi,2012,181368,Jakarta Barat,Manual,Diesel,2400,Good,Partial Service Record,Never,Black,1,182000000,3731000
Toyota Agya,Toyota,2016,118549,Makassar,Automatic,Hybrid,1800,Good,Full Service Record,Never,Red,1,182000000,3731000
Nissan March,Nissan,2021,70632,Medan,Automatic,Petrol,2400,Excellent,Full Service Record,Minor Accident,Black,2,205000000,4202500
Hyundai Creta,Hyundai,2015,134075,Tangerang,Automatic,Electric,1300,Good,Partial Service Record,Never,White,2,240000000,4920000
Mazda Mazda2,Mazda,2019,84533,Surabaya,Automatic,Petrol,2400,Excellent,Partial Service Record,Never,Gray,2,278000000,5699000
Nissan Livina,Nissan,2019,137255,Semarang,Manual,Petrol,1200,Excellent,Full Service Record,Never,Blue,1,152000000,3116000
Honda CR-V,Honda,2012,167889,Bandung,Automatic,Hybrid,2000,Excellent,Full Service Record,Minor Accident,Red,3,165000000,3382500
Suzuki Karimun,Suzuki,2016,117133,Medan,Automatic,Hybrid,2400,Excellent,Unknown,Never,White,1,168000000,3444000
Honda Jazz,Honda,2011,177813,Bekasi,Automatic,Hybrid,1300,Excellent,Full Service Record,Minor Accident,White,2,138000000,2829000
Honda Brio,Honda,2022,37496,Surabaya,Manual,Hybrid,1800,Excellent,Unknown,Never,Silver,1,245000000,5022500
Mazda Mazda3,Mazda,2021,77822,Pekanbaru,Manual,Petrol,1300,Good,Partial Service Record,Never,Blue,2,268000000,5494000
Mitsubishi Outlander,Mitsubishi,2025,5632,Padang,Manual,Petrol,1500,Excellent,Full Service Record,Never,Gray,2,285000000,5842500
Hyundai Creta,Hyundai,2019,95446,Bekasi,Manual,Petrol,2400,Good,Partial Service Record,Never,White,1,200000000,4100000
Toyota Innova,Toyota,2017,113122,Padang,Automatic,Diesel,2400,Good,Partial Service Record,Minor Accident,Gray,2,205000000,4202500
Mitsubishi Xpander,Mitsubishi,2011,201941,Padang,Automatic,Petrol,2400,Good,Partial Service Record,Never,White,3,138000000,2829000
Suzuki Ertiga,Suzuki,2013,163563,Padang,Manual,Hybrid,2400,Excellent,Full Service Record,Never,Red,1,124000000,2542000
Hyundai Creta,Hyundai,2014,122159,Jakarta Selatan,Automatic,Petrol,1200,Good,Partial Service Record,Never,Red,1,123000000,2521500
Daihatsu Xenia,Daihatsu,2019,60123,Padang,Automatic,Petrol,1300,Fair,Full Service Record,Never,Blue,2,83000000,1701500
Honda Jazz,Honda,2018,121350,Jakarta Selatan,Manual,Hybrid,1000,Fair,Partial Service Record,Never,White,2,148000000,3034000
Nissan X-Trail,Nissan,2016,109043,Jakarta Utara,Automatic,Petrol,1800,Excellent,Full Service Record,Never,Silver,1,131000000,2685500
Toyota Rush,Toyota,2019,60229,Padang,Automatic,Petrol,2400,Excellent,Partial Service Record,Never,Blue,1,235000000,4817500
Nissan Livina,Nissan,2016,107946,Bogor,Automatic,Petrol,1500,Excellent,Full Service Record,Never,Black,1,125000000,2562500
Daihatsu Terios,Daihatsu,2019,106763,Surabaya,Automatic,Petrol,2400,Good,Full Service Record,Never,Black,1,106000000,2173000
Toyota Innova,Toyota,2019,58436,Pekanbaru,Automatic,Diesel,1000,Excellent,Partial Service Record,Never,Black,1,215000000,4407500
Honda Jazz,Honda,2018,80403,Jakarta Barat,Automatic,Hybrid,2400,Excellent,Full Service Record,Minor Accident,Black,1,208000000,4264000
Daihatsu Ayla,Daihatsu,2016,107997,Bogor,Automatic,Petrol,1300,Good,Full Service Record,Never,Gray,2,70000000,1435000
Toyota Fortuner,Toyota,2025,4000,Surabaya,Manual,Hybrid,1200,Fair,Full Service Record,Never,White,1,230000000,4715000
Mazda Mazda3,Mazda,2012,146682,Semarang,Manual,Petrol,1000,Good,Partial Service Record,Unknown,Blue,1,175000000,3587500
Nissan March,Nissan,2013,128674,Bogor,Automatic,Petrol,1000,Excellent,Full Service Record,Never,Black,1,111000000,2275500
Suzuki Ertiga,Suzuki,2020,63698,Jakarta Utara,Automatic,Petrol,1000,Fair,Full Service Record,Unknown,Black,1,104000000,2132000
Honda Brio,Honda,2020,65611,Makassar,Automatic,Hybrid,1500,Good,Partial Service Record,Minor Accident,Silver,1,215000000,4407500
Toyota Calya,Toyota,2014,131714,Makassar,Automatic,Diesel,1800,Good,Full Service Record,Minor Accident,Black,1,178000000,3649000
Toyota Agya,Toyota,2015,102233,Tangerang,Automatic,Hybrid,1000,Good,Full Service Record,Never,Black,1,148000000,3034000
Toyota Avanza,Toyota,2022,70560,Bandung,Manual,Petrol,1500,Excellent,Partial Service Record,Unknown,Red,1,200000000,4100000
Honda Mobilio,Honda,2011,156076,Bandung,Manual,Petrol,1800,Fair,Full Service Record,Never,Gray,1,95000000,1947500
Suzuki Baleno,Suzuki,2020,77004,Pekanbaru,Automatic,Petrol,1200,Good,Partial Service Record,Never,White,1,126000000,2583000
Daihatsu Sigra,Daihatsu,2023,16654,Bogor,Manual,Petrol,1000,Excellent,Full Service Record,Never,Gray,3,133000000,2726500
Honda Mobilio,Honda,2016,132029,Jakarta Utara,Automatic,Hybrid,1800,Good,Full Service Record,Unknown,White,1,202000000,4141000
Suzuki Karimun,Suzuki,2023,53204,Bandung,Automatic,Hybrid,2400,Excellent,Unknown,Never,White,1,245000000,5022500
Mitsubishi Outlander,Mitsubishi,2024,8202,Jakarta Utara,Automatic,Diesel,1200,Good,Full Service Record,Minor Accident,Black,1,278000000,5699000
Toyota Innova,Toyota,2018,61373,Semarang,Automatic,Hybrid,2000,Fair,Partial Service Record,Minor Accident,Gray,1,208000000,4264000
Daihatsu Xenia,Daihatsu,2021,72524,Surabaya,Manual,Petrol,1000,Good,Full Service Record,Never,Silver,1,101000000,2070500
Mazda CX-5,Mazda,2017,141764,Jakarta Selatan,Automatic,Petrol,1500,Excellent,Partial Service Record,Never,Silver,2,245000000,5022500
Toyota Rush,Toyota,2015,139482,Makassar,Automatic,Diesel,2400,Good,Partial Service Record,Never,Blue,1,160000000,3280000
Suzuki XL7,Suzuki,2016,122889,Padang,Automatic,Petrol,1500,Good,Full Service Record,Unknown,Gray,2,89000000,1824500
Daihatsu Xenia,Daihatsu,2015,146755,Surabaya,Manual,Petrol,1200,Good,Full Service Record,Unknown,Blue,3,70000000,1435000
Mazda Mazda3,Mazda,2020,85770,Jakarta Selatan,Manual,Petrol,1300,Good,Partial Service Record,Never,Red,1,252000000,5166000
Mitsubishi Outlander,Mitsubishi,2019,69078,Semarang,Automatic,Petrol,2000,Excellent,Unknown,Never,Red,1,245000000,5022500
Daihatsu Terios,Daihatsu,2017,96135,Depok,Manual,Petrol,1800,Good,Unknown,Never,Gray,3,98000000,2009000
Hyundai Creta,Hyundai,2018,107000,Jakarta Selatan,Automatic,Electric,1800,Good,Full Service Record,Unknown,Black,2,255000000,5227500
Mazda Mazda3,Mazda,2024,21407,Depok,Manual,Petrol,1000,Good,Full Service Record,Never,Black,1,262000000,5371000
Mitsubishi Pajero,Mitsubishi,2024,47698,Tangerang,Automatic,Petrol,2400,Fair,Full Service Record,Never,Silver,2,238000000,4879000
Mitsubishi Pajero,Mitsubishi,2018,83321,Pekanbaru,Automatic,Petrol,1200,Excellent,Full Service Record,Never,Black,1,220000000,4510000
Suzuki Baleno,Suzuki,2021,73510,Semarang,Automatic,Hybrid,1000,Excellent,Unknown,Minor Accident,Blue,1,188000000,3854000
Suzuki Ertiga,Suzuki,2014,150167,Tangerang,Manual,Hybrid,1500,Good,Partial Service Record,Minor Accident,Blue,2,92000000,1886000
Suzuki XL7,Suzuki,2014,141724,Padang,Automatic,Hybrid,2000,Good,Partial Service Record,Unknown,Blue,1,123000000,2521500
Nissan X-Trail,Nissan,2019,105166,Tangerang,Manual,Petrol,2400,Good,Partial Service Record,Unknown,White,1,149000000,3054500
Honda Mobilio,Honda,2018,108241,Tangerang,Automatic,Hybrid,1300,Excellent,Partial Service Record,Never,Silver,2,222000000,4551000
Toyota Yaris,Toyota,2015,113910,Tangerang,Manual,Diesel,1800,Excellent,Unknown,Never,Blue,2,143000000,2931500
Honda Jazz,Honda,2021,71523,Bekasi,Automatic,Petrol,1800,Good,Full Service Record,Minor Accident,Gray,3,192000000,3936000
Honda CR-V,Honda,2013,180749,Makassar,Automatic,Hybrid,1300,Excellent,Full Service Record,Never,Black,3,138000000,2829000
Mazda Mazda3,Mazda,2022,45651,Depok,Automatic,Petrol,1300,Good,Partial Service Record,Minor Accident,Red,2,268000000,5494000
Suzuki Karimun,Suzuki,2020,67524,Bogor,Manual,Hybrid,1200,Excellent,Full Service Record,Minor Accident,Blue,2,192000000,3936000
Nissan X-Trail,Nissan,2025,4000,Surabaya,Automatic,Petrol,1000,Excellent,Full Service Record,Never,Silver,1,205000000,4202500
Mazda Mazda3,Mazda,2024,23755,Jakarta Selatan,Automatic,Petrol,1000,Fair,Unknown,Never,Black,3,265000000,5432500
Mitsubishi Xpander,Mitsubishi,2021,72351,Surabaya,Automatic,Petrol,1800,Excellent,Full Service Record,Unknown,Silver,2,265000000,5432500
Nissan March,Nissan,2012,153281,Medan,Automatic,Petrol,1000,Good,Partial Service Record,Never,White,2,70000000,1435000
Mazda Mazda2,Mazda,2022,23765,Jakarta Barat,Manual,Petrol,1800,Excellent,Partial Service Record,Never,Red,1,280000000,5740000
Toyota Agya,Toyota,2014,137236,Bekasi,Manual,Petrol,1500,Good,Partial Service Record,Never,Silver,2,158000000,3239000
Honda Jazz,Honda,2024,4000,Bandung,Automatic,Petrol,1500,Good,Full Service Record,Never,White,1,208000000,4264000
Mazda Mazda3,Mazda,2013,165417,Jakarta Selatan,Automatic,Petrol,1000,Good,Full Service Record,Never,Silver,2,190000000,3895000
Nissan March,Nissan,2013,148319,Bandung,Automatic,Petrol,1800,Good,Unknown,Never,White,2,105000000,2152500
Honda Jazz,Honda,2024,4000,Makassar,Manual,Petrol,1000,Good,Full Service Record,Never,White,2,208000000,4264000
Mazda Mazda3,Mazda,2013,149725,Medan,Manual,Petrol,1500,Excellent,Full Service Record,Never,Black,2,215000000,4407500
Toyota Fortuner,Toyota,2019,80532,Bandung,Manual,Hybrid,2400,Excellent,Full Service Record,Minor Accident,Red,1,258000000,5289000
Honda City,Honda,2017,116084,Padang,Automatic,Hybrid,1000,Fair,Unknown,Unknown,Red,1,178000000,3649000
Suzuki Karimun,Suzuki,2023,33383,Makassar,Automatic,Petrol,1800,Excellent,Unknown,Never,Black,1,178000000,3649000
Honda Jazz,Honda,2014,177637,Bekasi,Manual,Hybrid,1000,Good,Full Service Record,Never,Silver,1,133000000,2726500
Honda Jazz,Honda,2020,62663,Tangerang,Automatic,Hybrid,1000,Good,Partial Service Record,Unknown,Gray,2,212000000,4346000
Mazda Mazda3,Mazda,2024,22876,Jakarta Utara,Automatic,Petrol,2000,Excellent,Partial Service Record,Never,Silver,2,335000000,6867500
Hyundai Stargazer,Hyundai,2012,166147,Bogor,Automatic,Petrol,2400,Good,Unknown,Never,Black,1,138000000,2829000
Daihatsu Ayla,Daihatsu,2015,126912,Jakarta Barat,Automatic,Petrol,1500,Good,Partial Service Record,Never,White,2,95000000,1947500
Nissan X-Trail,Nissan,2021,62563,Jakarta Barat,Automatic,Petrol,2000,Excellent,Full Service Record,Never,Blue,2,188000000,3854000
Hyundai Creta,Hyundai,2024,33742,Depok,Automatic,Electric,1800,Excellent,Unknown,Never,Silver,3,325000000,6662500
Hyundai Ioniq,Hyundai,2012,192121,Tangerang,Manual,Electric,2400,Excellent,Partial Service Record,Unknown,Blue,1,228000000,4674000
Hyundai Stargazer,Hyundai,2024,4000,Bandung,Manual,Petrol,1300,Excellent,Partial Service Record,Never,Red,2,248000000,5084000
Mazda Mazda3,Mazda,2023,26813,Bandung,Automatic,Petrol,1800,Good,Partial Service Record,Never,Red,1,280000000,5740000
Honda Mobilio,Honda,2019,75940,Pekanbaru,Automatic,Petrol,1800,Excellent,Unknown,Never,White,1,172000000,3526000
Nissan Livina,Nissan,2017,124881,Jakarta Utara,Automatic,Petrol,2000,Fair,Partial Service Record,Never,Black,1,117000000,2398500
Daihatsu Ayla,Daihatsu,2014,137580,Jakarta Barat,Automatic,Petrol,2400,Good,Partial Service Record,Never,Red,1,70000000,1435000
Toyota Avanza,Toyota,2023,4000,Padang,Automatic,Hybrid,1800,Excellent,Partial Service Record,Never,Black,1,270000000,5535000
Nissan Livina,Nissan,2024,25579,Semarang,Manual,Petrol,1200,Good,Full Service Record,Never,Red,1,165000000,3382500
Hyundai Creta,Hyundai,2017,107393,Bekasi,Automatic,Electric,1000,Fair,Partial Service Record,Never,Blue,1,205000000,4202500
Hyundai Stargazer,Hyundai,2025,15235,Medan,Manual,Petrol,1500,Good,Full Service Record,Minor Accident,Blue,1,252000000,5166000
Honda Jazz,Honda,2011,161277,Bandung,Manual,Petrol,2000,Excellent,Unknown,Never,Black,1,129000000,2644500
Honda City,Honda,2025,42942,Tangerang,Manual,Petrol,2000,Excellent,Partial Service Record,Unknown,Blue,1,235000000,4817500
Mitsubishi Xpander,Mitsubishi,2023,30170,Bogor,Manual,Petrol,1200,Good,Partial Service Record,Never,Red,2,238000000,4879000
Daihatsu Sigra,Daihatsu,2016,116610,Bogor,Automatic,Petrol,2000,Good,Partial Service Record,Never,Silver,1,70000000,1435000
Mitsubishi Outlander,Mitsubishi,2024,7799,Tangerang,Automatic,Diesel,1300,Excellent,Partial Service Record,Minor Accident,Red,1,292000000,5986000
Daihatsu Sigra,Daihatsu,2025,4000,Semarang,Automatic,Petrol,1800,Good,Full Service Record,Never,Gray,1,160000000,3280000
Mitsubishi Pajero,Mitsubishi,2025,4000,Depok,Manual,Petrol,1300,Good,Unknown,Minor Accident,Black,1,262000000,5371000
Daihatsu Terios,Daihatsu,2025,4920,Surabaya,Automatic,Petrol,1000,Excellent,Partial Service Record,Minor Accident,Blue,1,158000000,3239000
Toyota Agya,Toyota,2012,150763,Depok,Manual,Diesel,1300,Good,Partial Service Record,Minor Accident,Red,1,113000000,2316500
Honda CR-V,Honda,2013,193016,Tangerang,Automatic,Petrol,1300,Good,Full Service Record,Never,Gray,1,80000000,1640000
Nissan March,Nissan,2025,4000,Bandung,Automatic,Petrol,1800,Excellent,Full Service Record,Never,Black,2,228000000,4674000
Mazda CX-5,Mazda,2020,51690,Makassar,Automatic,Petrol,1000,Excellent,Full Service Record,Never,Black,1,260000000,5330000
Nissan March,Nissan,2022,40774,Pekanbaru,Automatic,Petrol,1500,Excellent,Unknown,Unknown,Black,3,178000000,3649000
Mitsubishi Xpander,Mitsubishi,2020,84122,Bekasi,Automatic,Diesel,2400,Good,Full Service Record,Minor Accident,Black,1,245000000,5022500
Suzuki Karimun,Suzuki,2022,40552,Tangerang,Automatic,Hybrid,1300,Excellent,Full Service Record,Never,Gray,3,200000000,4100000
Mitsubishi Xpander,Mitsubishi,2020,84167,Semarang,Automatic,Petrol,1300,Excellent,Partial Service Record,Never,Red,1,232000000,4756000
Hyundai Ioniq,Hyundai,2025,4000,Bekasi,Automatic,Petrol,1000,Excellent,Full Service Record,Never,Gray,2,250000000,5125000
Nissan X-Trail,Nissan,2015,133067,Pekanbaru,Automatic,Petrol,1300,Good,Partial Service Record,Never,White,2,80000000,1640000
